order_id,order_date,category,region,payment_mode,unit_price,quantity,discount_pct,net_amount
2740,2023-02-07,Clothing,East,UPI,30.49,5,0,152.45
2700,2023-02-08,Groceries,North,Debit Card,16.26,4,0,65.04
2660,2023-02-08,Toys,South,Cash,18.31,4,0,73.24
1106,2023-02-08,Clothing,East,Credit Card,40.85,1,15,34.72
2932,2023-02-08,Electronics,South,Credit Card,272.07,2,5,516.93
1928,2023-02-08,Beauty,East,UPI,31.85,3,0,95.55
2274,2023-02-08,Groceries,North,UPI,13.43,3,15,34.25
2074,2023-02-08,Electronics,South,Cash,247.63,3,5,705.75
3015,2023-02-09,Electronics,North,UPI,182.76,2,0,365.52
1860,2023-02-09,Groceries,East,Credit Card,12.16,5,0,60.8
1352,2023-02-09,Groceries,West,Credit Card,12.16,5,10,54.72
3794,2023-02-10,Clothing,West,UPI,44.32,5,5,210.52
2843,2023-02-10,Clothing,North,Debit Card,37.75,1,0,37.75
2992,2023-02-11,Furniture,South,Debit Card,226.35,3,0,679.05
1122,2023-02-11,Clothing,West,Debit Card,45.13,3,10,121.85
1866,2023-02-11,Groceries,North,Credit Card,16.81,5,20,67.24
3776,2023-02-12,Clothing,East,Credit Card,46.35,2,15,78.8
1097,2023-02-12,Clothing,East,Debit Card,39.04,3,0,117.12
1498,2023-02-12,Toys,West,UPI,26.74,2,5,50.81
1693,2023-02-12,Electronics,East,Credit Card,258.15,5,20,1032.6
1701,2023-02-12,Electronics,West,Debit Card,253.53,3,5,722.56
3421,2023-02-13,Clothing,North,Debit Card,40.36,3,0,121.08
2246,2023-02-13,Clothing,North,UPI,48.03,3,10,129.68
3545,2023-02-13,Electronics,South,UPI,210.08,3,5,598.73
1312,2023-02-13,Furniture,East,UPI,343.82,3,0,1031.46
1808,2023-02-13,Beauty,North,Credit Card,24.22,3,20,58.13
3931,2023-02-13,Clothing,North,Debit Card,48.17,4,0,192.68
2551,2023-02-13,Groceries,East,Credit Card,15.11,2,5,28.71
1539,2023-02-14,Electronics,West,UPI,254.78,4,5,968.16
1586,2023-02-14,Beauty,West,Credit Card,34.27,1,20,27.42
1212,2023-02-15,Electronics,West,Debit Card,206.55,1,5,196.22
1040,2023-02-15,Beauty,East,UPI,38.16,5,5,181.26
2220,2023-02-15,Groceries,North,Credit Card,13.76,5,20,55.04
3425,2023-02-15,Toys,West,UPI,22.12,1,20,17.7
3728,2023-02-15,Beauty,North,UPI,25.58,3,0,76.74
3462,2023-02-15,Toys,South,Credit Card,24.7,4,20,79.04
2595,2023-02-16,Furniture,East,UPI,324.75,2,0,649.5
2701,2023-02-16,Beauty,East,Debit Card,24.38,5,0,121.9
1327,2023-02-16,Electronics,South,Cash,287.08,1,20,229.66
3838,2023-02-16,Clothing,South,UPI,35.27,4,15,119.92
2646,2023-02-16,Beauty,North,Credit Card,31.09,5,0,155.45
3680,2023-02-17,Beauty,West,Debit Card,30.95,1,10,27.86
3068,2023-02-17,Furniture,East,UPI,264.69,2,20,423.5
2291,2023-02-17,Groceries,North,Cash,15.38,4,20,49.22
3748,2023-02-17,Furniture,South,Debit Card,387.64,3,0,1162.92
3453,2023-02-17,Clothing,South,Credit Card,49.97,5,10,224.86
1014,2023-02-17,Clothing,South,Credit Card,45.51,3,5,129.7
2786,2023-02-17,Clothing,East,UPI,40.91,1,0,40.91
2566,2023-02-18,Electronics,North,Debit Card,231.39,2,0,462.78
2624,2023-02-19,Toys,West,Credit Card,31.99,1,5,30.39
3119,2023-02-19,Groceries,East,Debit Card,13.45,2,5,25.56
2507,2023-02-20,Toys,West,Debit Card,22.08,2,15,37.54
2964,2023-02-20,Groceries,North,UPI,12.81,4,15,43.55
2561,2023-02-20,Electronics,South,Credit Card,298.33,2,0,596.66
3461,2023-02-21,Beauty,South,Cash,28.38,4,15,96.49
3742,2023-02-21,Beauty,West,UPI,27.91,4,10,100.48
3930,2023-02-21,Electronics,East,Debit Card,271.22,5,0,1356.1
3891,2023-02-21,Electronics,North,Debit Card,307.22,5,0,1536.1
3805,2023-02-21,Electronics,South,Debit Card,179.35,3,15,457.34
1448,2023-02-22,Furniture,North,Debit Card,270.72,1,0,270.72
2139,2023-02-22,Clothing,South,Cash,31.76,3,10,85.75
1431,2023-02-22,Groceries,North,Credit Card,18.5,2,5,35.15
1433,2023-02-22,Toys,South,Debit Card,19.3,3,10,52.11
1519,2023-02-23,Clothing,West,UPI,49.95,4,15,169.83
3772,2023-02-23,Toys,South,UPI,30.4,3,10,82.08
1561,2023-02-23,Clothing,West,Credit Card,33.8,3,15,86.19
3490,2023-02-23,Toys,North,Debit Card,28.91,3,0,86.73
3646,2023-02-23,Groceries,West,Debit Card,16.64,1,10,14.98
1322,2023-02-24,Furniture,West,UPI,331.76,2,10,597.17
1161,2023-02-24,Furniture,South,Credit Card,297.08,2,0,594.16
1453,2023-02-24,Groceries,West,UPI,15.64,3,10,42.23
1144,2023-02-24,Beauty,West,Credit Card,37.15,2,5,70.58
3686,2023-02-24,Electronics,West,Cash,298.81,5,0,1494.05
1890,2023-02-24,Electronics,West,Credit Card,220.48,3,0,661.44
2116,2023-02-25,Groceries,South,Credit Card,15.64,4,0,62.56
1286,2023-02-25,Clothing,East,Credit Card,31.41,1,10,28.27
2095,2023-02-25,Beauty,North,Cash,35.86,4,0,143.44
3985,2023-02-25,Electronics,East,Debit Card,273.82,3,0,821.46
1792,2023-02-25,Groceries,West,UPI,13.57,5,10,61.06
3458,2023-02-25,Groceries,West,Credit Card,11.93,5,10,53.68
2840,2023-02-26,Electronics,East,Credit Card,215.94,3,5,615.43
3604,2023-02-26,Groceries,West,Cash,14.91,3,5,42.49
1855,2023-02-26,Groceries,South,Debit Card,12.75,5,0,63.75
3739,2023-02-26,Clothing,East,UPI,38.91,5,0,194.55
3991,2023-02-26,Furniture,North,Credit Card,378.87,2,0,757.74
1972,2023-02-27,Electronics,South,UPI,201.09,1,10,180.98
1477,2023-02-27,Beauty,West,Credit Card,30.11,3,10,81.3
2890,2023-02-28,Electronics,South,Credit Card,298.96,1,0,298.96
2362,2023-02-28,Beauty,South,Debit Card,34.0,1,0,34.0
2630,2023-02-28,Electronics,West,UPI,284.85,3,0,854.55
2236,2023-02-28,Furniture,South,Credit Card,222.81,2,5,423.34
2440,2023-03-01,Electronics,North,Cash,270.46,4,10,973.66
3275,2023-03-01,Groceries,South,Credit Card,14.99,1,10,13.49
1592,2023-03-01,Toys,West,Debit Card,27.61,4,0,110.44
3953,2023-03-01,Electronics,East,Credit Card,226.04,5,0,1130.2
3665,2023-03-02,Groceries,East,Credit Card,12.49,5,10,56.2
2245,2023-03-02,Clothing,South,Debit Card,36.81,1,0,36.81
2604,2023-03-02,Clothing,East,UPI,39.84,2,0,79.68
3448,2023-03-03,Toys,East,UPI,26.87,5,0,134.35
2522,2023-03-03,Groceries,East,Cash,18.26,2,0,36.52
3624,2023-03-03,Electronics,South,Cash,275.01,5,0,1375.05
3967,2023-03-03,Toys,South,Credit Card,18.47,5,5,87.73
2255,2023-03-03,Clothing,South,Credit Card,46.89,3,0,140.67
3885,2023-03-03,Groceries,South,UPI,18.58,3,0,55.74
3214,2023-03-04,Furniture,East,Cash,318.22,4,5,1209.24
3465,2023-03-04,Groceries,South,Credit Card,18.03,3,20,43.27
1870,2023-03-04,Furniture,South,UPI,280.88,1,0,280.88
1139,2023-03-04,Clothing,South,Credit Card,43.92,1,20,35.14
3231,2023-03-05,Groceries,West,UPI,14.38,4,0,57.52
2162,2023-03-05,Electronics,West,UPI,218.88,5,10,984.96
3384,2023-03-06,Electronics,North,UPI,181.44,3,10,489.89
1797,2023-03-06,Beauty,North,Credit Card,22.23,3,5,63.36
2531,2023-03-06,Electronics,West,Credit Card,303.31,4,10,1091.92
1497,2023-03-06,Clothing,South,Credit Card,46.87,4,0,187.48
3201,2023-03-06,Toys,West,Cash,19.8,3,0,59.4
3559,2023-03-07,Groceries,South,Debit Card,16.3,4,10,58.68
3075,2023-03-07,Electronics,West,Cash,209.8,1,0,209.8
3850,2023-03-07,Electronics,North,UPI,269.91,3,0,809.73
2016,2023-03-07,Electronics,North,Credit Card,237.84,1,10,214.06
2609,2023-03-07,Furniture,East,Credit Card,354.15,5,10,1593.68
3397,2023-03-07,Toys,East,Credit Card,18.03,1,10,16.23
3238,2023-03-07,Clothing,East,UPI,47.13,5,0,235.65
2564,2023-03-07,Toys,West,UPI,24.15,2,0,48.3
3952,2023-03-08,Toys,East,Credit Card,26.63,4,0,106.52
3025,2023-03-08,Electronics,South,Cash,275.53,5,0,1377.65
3009,2023-03-08,Toys,East,Credit Card,26.85,5,5,127.54
2419,2023-03-09,Groceries,North,Credit Card,13.34,4,5,50.69
3732,2023-03-09,Clothing,South,Credit Card,34.03,5,5,161.64
3694,2023-03-09,Groceries,West,Credit Card,10.62,3,15,27.08
1760,2023-03-10,Groceries,West,UPI,18.47,5,20,73.88
3865,2023-03-10,Electronics,North,Debit Card,217.6,4,0,870.4
2375,2023-03-10,Electronics,South,Credit Card,281.53,2,10,506.75
1505,2023-03-10,Electronics,East,Debit Card,187.59,1,10,168.83
1266,2023-03-11,Clothing,West,Debit Card,47.96,4,15,163.06
1074,2023-03-11,Furniture,East,UPI,310.51,3,0,931.53
2559,2023-03-11,Groceries,West,UPI,18.46,1,10,16.61
2108,2023-03-12,Electronics,South,Credit Card,201.75,4,5,766.65
2969,2023-03-12,Groceries,North,UPI,12.53,2,10,22.55
3582,2023-03-13,Furniture,North,UPI,274.38,4,5,1042.64
3499,2023-03-13,Beauty,North,Debit Card,30.88,1,0,30.88
1602,2023-03-13,Clothing,West,Credit Card,31.16,4,0,124.64
1984,2023-03-13,Groceries,North,Debit Card,12.71,2,5,24.15
3696,2023-03-13,Beauty,South,UPI,31.47,4,20,100.7
3106,2023-03-13,Clothing,West,Credit Card,40.91,4,0,163.64
1216,2023-03-14,Electronics,West,Credit Card,315.28,2,10,567.5
2195,2023-03-14,Groceries,North,UPI,14.62,4,0,58.48
1397,2023-03-14,Clothing,South,Debit Card,33.43,3,5,95.28
3361,2023-03-14,Beauty,East,UPI,32.98,1,0,32.98
3147,2023-03-14,Groceries,North,Credit Card,19.13,5,10,86.08
3908,2023-03-15,Beauty,North,Debit Card,22.17,2,0,44.34
1763,2023-03-15,Beauty,North,UPI,26.63,4,0,106.52
1816,2023-03-15,Furniture,West,Credit Card,279.63,5,5,1328.24
1813,2023-03-15,Beauty,East,Credit Card,32.57,1,5,30.94
1908,2023-03-15,Electronics,North,Credit Card,227.17,5,5,1079.06
2351,2023-03-15,Electronics,South,Credit Card,212.13,2,20,339.41
3148,2023-03-17,Groceries,South,Credit Card,17.3,2,15,29.41
3211,2023-03-17,Toys,East,Credit Card,18.05,4,0,72.2
2168,2023-03-17,Furniture,North,Credit Card,355.06,2,0,710.12
2307,2023-03-17,Beauty,North,Debit Card,28.06,4,5,106.63
3775,2023-03-18,Groceries,North,UPI,15.1,2,10,27.18
2679,2023-03-18,Groceries,North,Debit Card,15.11,4,5,57.42
3187,2023-03-18,Electronics,South,Debit Card,188.69,1,5,179.26
2156,2023-03-18,Clothing,North,Debit Card,46.17,5,15,196.22
3735,2023-03-18,Electronics,West,Debit Card,197.75,5,0,988.75
2350,2023-03-18,Groceries,South,Debit Card,11.71,5,20,46.84
1883,2023-03-19,Electronics,North,Credit Card,182.06,2,0,364.12
2027,2023-03-19,Groceries,East,Credit Card,17.19,3,20,41.26
1810,2023-03-20,Groceries,North,Credit Card,18.94,3,15,48.3
1711,2023-03-20,Groceries,North,Debit Card,13.99,5,5,66.45
2945,2023-03-20,Beauty,North,UPI,31.96,1,20,25.57
2895,2023-03-20,Toys,East,UPI,26.35,2,5,50.07
2009,2023-03-20,Groceries,North,Credit Card,14.77,3,20,35.45
2764,2023-03-20,Clothing,South,Debit Card,43.12,3,0,129.36
2058,2023-03-21,Beauty,North,Cash,31.73,5,20,126.92
2914,2023-03-21,Toys,East,Credit Card,20.73,5,15,88.1
2221,2023-03-21,Furniture,North,Credit Card,366.18,4,5,1391.48
1887,2023-03-21,Beauty,East,Credit Card,30.85,1,20,24.68
2570,2023-03-22,Clothing,North,Debit Card,33.57,5,0,167.85
1024,2023-03-22,Clothing,South,Debit Card,29.24,5,0,146.2
1806,2023-03-22,Groceries,South,UPI,14.2,1,0,14.2
3798,2023-03-22,Beauty,East,UPI,22.35,2,0,44.7
3036,2023-03-22,Electronics,North,Cash,309.09,3,0,927.27
2510,2023-03-22,Furniture,West,Credit Card,236.15,5,20,944.6
2781,2023-03-22,Electronics,East,UPI,240.57,4,5,914.17
2323,2023-03-22,Clothing,North,Credit Card,43.09,1,0,43.09
3247,2023-03-23,Groceries,East,UPI,10.81,3,10,29.19
3100,2023-03-23,Electronics,West,Debit Card,291.29,4,10,1048.64
2822,2023-03-23,Electronics,West,UPI,207.21,3,20,497.3
2835,2023-03-24,Beauty,East,Debit Card,23.48,2,5,44.61
2649,2023-03-24,Groceries,South,Debit Card,11.3,1,5,10.74
3444,2023-03-24,Clothing,South,UPI,33.02,5,10,148.59
3373,2023-03-24,Groceries,South,UPI,16.84,3,5,47.99
1518,2023-03-24,Beauty,West,UPI,32.11,1,5,30.5
1979,2023-03-24,Groceries,South,UPI,17.22,1,5,16.36
3988,2023-03-25,Beauty,North,Credit Card,33.48,2,10,60.26
1481,2023-03-25,Groceries,West,Credit Card,12.8,3,5,36.48
1203,2023-03-25,Clothing,North,Debit Card,35.49,2,15,60.33
2693,2023-03-25,Furniture,East,Debit Card,215.73,5,0,1078.65
2766,2023-03-25,Electronics,West,Cash,245.84,1,10,221.26
2999,2023-03-25,Groceries,North,UPI,11.86,4,5,45.07
2024,2023-03-25,Electronics,West,UPI,191.8,3,15,489.09
1217,2023-03-25,Clothing,East,Debit Card,43.86,4,5,166.67
3390,2023-03-26,Furniture,East,Credit Card,265.2,1,0,265.2
2063,2023-03-26,Groceries,North,Cash,18.51,5,0,92.55
2621,2023-03-27,Beauty,West,Debit Card,27.34,5,0,136.7
3468,2023-03-27,Beauty,West,Credit Card,23.29,2,20,37.26
1593,2023-03-27,Beauty,South,Credit Card,36.56,2,15,62.15
1055,2023-03-27,Electronics,South,Credit Card,189.12,4,0,756.48
2974,2023-03-28,Electronics,North,Credit Card,225.96,2,10,406.73
1145,2023-03-28,Beauty,West,UPI,32.86,1,5,31.22
3640,2023-03-28,Beauty,East,Credit Card,24.91,5,0,124.55
3632,2023-03-28,Toys,East,Credit Card,31.53,1,0,31.53
1299,2023-03-28,Furniture,North,UPI,228.97,1,20,183.18
2491,2023-03-28,Groceries,North,Credit Card,19.32,4,5,73.42
3150,2023-03-29,Electronics,North,UPI,252.65,4,20,808.48
2427,2023-03-29,Furniture,East,Credit Card,356.85,4,0,1427.4
3392,2023-03-29,Groceries,South,Debit Card,12.18,4,10,43.85
1676,2023-03-29,Toys,East,Credit Card,26.55,2,0,53.1
2441,2023-03-30,Beauty,East,Debit Card,29.41,2,0,58.82
3843,2023-03-30,Beauty,East,Credit Card,25.04,1,5,23.79
3675,2023-03-30,Electronics,East,Cash,197.76,4,10,711.94
1873,2023-03-31,Groceries,South,UPI,11.2,3,5,31.92
2008,2023-03-31,Electronics,East,Debit Card,199.13,2,5,378.35
1062,2023-03-31,Clothing,South,UPI,36.17,3,0,108.51
1571,2023-04-01,Toys,South,Credit Card,24.49,5,0,122.45
2209,2023-04-01,Groceries,East,Credit Card,17.81,5,5,84.6
2332,2023-04-01,Groceries,West,Debit Card,17.54,5,5,83.31
1529,2023-04-02,Groceries,East,Credit Card,14.5,1,0,14.5
2366,2023-04-03,Beauty,West,Cash,30.42,1,20,24.34
2348,2023-04-03,Beauty,East,Credit Card,24.85,4,15,84.49
1382,2023-04-03,Groceries,East,Credit Card,16.0,5,5,76.0
3846,2023-04-03,Clothing,North,UPI,40.95,5,20,163.8
2662,2023-04-04,Furniture,East,Debit Card,353.49,4,0,1413.96
2390,2023-04-04,Clothing,North,Credit Card,49.67,4,20,158.94
2382,2023-04-05,Electronics,North,Credit Card,225.33,1,0,225.33
1779,2023-04-05,Beauty,West,Credit Card,32.02,2,0,64.04
2420,2023-04-05,Clothing,South,UPI,44.58,5,0,222.9
3047,2023-04-05,Furniture,East,Credit Card,369.25,1,10,332.32
3294,2023-04-05,Beauty,West,UPI,24.31,5,10,109.4
2489,2023-04-05,Electronics,North,UPI,241.57,3,0,724.71
1053,2023-04-06,Groceries,West,Credit Card,18.91,1,20,15.13
1065,2023-04-06,Clothing,South,Debit Card,33.73,5,10,151.78
3691,2023-04-06,Groceries,East,Debit Card,11.44,1,0,11.44
1017,2023-04-06,Furniture,North,Credit Card,283.87,3,0,851.61
1536,2023-04-07,Clothing,North,Debit Card,41.28,3,0,123.84
2484,2023-04-07,Clothing,West,Debit Card,28.17,4,5,107.05
2823,2023-04-07,Groceries,East,Credit Card,10.79,3,0,32.37
